"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
1173,"1","2025-08-29T11:13:28.399109Z","sms-00250","ham",1.423,"It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.","2025-08-29T11:13:28.399127Z"
1174,"1","2025-08-29T11:13:29.897914Z","sms-00251","spam",1.331,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16","2025-08-29T11:13:29.897935Z"
1175,"1","2025-08-29T11:13:31.053860Z","sms-00252","ham",0.985,"Ranjith cal drpd Deeraj and deepak 5min hold","2025-08-29T11:13:31.053876Z"
1176,"1","2025-08-29T11:13:33.170702Z","sms-00253","ham",1.926,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","2025-08-29T11:13:33.170724Z"
1177,"1","2025-08-29T11:13:35.973470Z","sms-00254","ham",2.62,"What you doing?how are you?","2025-08-29T11:13:35.973491Z"
1178,"1","2025-08-29T11:13:38.694224Z","sms-00255","ham",2.538,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.","2025-08-29T11:13:38.694241Z"
1179,"1","2025-08-29T11:13:40.182771Z","sms-00256","ham",1.311,"I'm back, lemme know when you're ready","2025-08-29T11:13:40.182790Z"
1180,"1","2025-08-29T11:13:41.419664Z","sms-00257","ham",1.071,"Don't necessarily expect it to be done before you get back though because I'm just now headin out","2025-08-29T11:13:41.419675Z"
1181,"1","2025-08-29T11:13:43.579585Z","sms-00258","ham",1.989,"Mmm so yummy babe ... Nice jolt to the suzy","2025-08-29T11:13:43.579603Z"
1182,"1","2025-08-29T11:13:44.633841Z","sms-00259","ham",0.874,"Where are you lover ? I need you ...","2025-08-29T11:13:44.633858Z"
1183,"1","2025-08-29T11:13:46.662608Z","sms-00260","spam",1.854,"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW","2025-08-29T11:13:46.662627Z"
1184,"1","2025-08-29T11:13:47.964811Z","sms-00261","ham",1.128,"I‘m parked next to a MINI!!!! When are you coming in today do you think?","2025-08-29T11:13:47.964831Z"
1185,"1","2025-08-29T11:13:49.002656Z","sms-00262","ham",0.86,"Yup","2025-08-29T11:13:49.002678Z"
1186,"1","2025-08-29T11:13:51.568150Z","sms-00263","ham",2.398,"Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.","2025-08-29T11:13:51.568168Z"
1187,"1","2025-08-29T11:13:54.290407Z","sms-00264","ham",2.547,"MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*","2025-08-29T11:13:54.290424Z"
1188,"1","2025-08-29T11:13:57.679586Z","sms-00265","spam",3.196,"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698","2025-08-29T11:13:57.679602Z"
1189,"1","2025-08-29T11:14:00.076018Z","sms-00266","ham",2.197,"Why you Dint come with us.","2025-08-29T11:14:00.076036Z"
1190,"1","2025-08-29T11:14:01.984252Z","sms-00267","ham",1.734,"Same. Wana plan a trip sometme then","2025-08-29T11:14:01.984280Z"
1191,"1","2025-08-29T11:14:03.914414Z","sms-00268","ham",1.747,"Not sure yet, still trying to get a hold of him","2025-08-29T11:14:03.914432Z"
1192,"1","2025-08-29T11:14:05.483364Z","sms-00269","spam",1.382,"Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT","2025-08-29T11:14:05.483380Z"
1193,"1","2025-08-29T11:14:09.383113Z","sms-00270","ham",3.71,"The evo. I just had to download flash. Jealous?","2025-08-29T11:14:09.383131Z"
1194,"1","2025-08-29T11:14:11.096077Z","sms-00271","spam",1.535,"Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.","2025-08-29T11:14:11.096105Z"
1195,"1","2025-08-29T11:14:13.179506Z","sms-00272","ham",1.91,"Come to mu, we're sorting out our narcotics situation","2025-08-29T11:14:13.179526Z"
1196,"1","2025-08-29T11:14:20.324105Z","sms-00273","ham",6.958,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.","2025-08-29T11:14:20.324121Z"
1197,"1","2025-08-29T11:14:22.977194Z","sms-00274","spam",2.456,"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com","2025-08-29T11:14:22.977215Z"
1198,"1","2025-08-29T11:14:25.490257Z","sms-00275","ham",2.334,"Usf I guess, might as well take 1 car","2025-08-29T11:14:25.490269Z"
1199,"1","2025-08-29T11:14:26.889836Z","sms-00276","ham",1.229,"No objection. My bf not coming.","2025-08-29T11:14:26.889856Z"
1200,"1","2025-08-29T11:14:28.575453Z","sms-00277","ham",1.502,"Thanx...","2025-08-29T11:14:28.575471Z"
1201,"1","2025-08-29T11:14:31.652634Z","sms-00278","ham",2.901,"Tell rob to mack his gf in the theater","2025-08-29T11:14:31.652653Z"
1202,"1","2025-08-29T11:14:33.009139Z","sms-00279","ham",1.175,"Awesome, I'll see you in a bit","2025-08-29T11:14:33.009158Z"
1203,"1","2025-08-29T11:14:34.923504Z","sms-00280","ham",1.728,"Just sent it. So what type of food do you like?","2025-08-29T11:14:34.923524Z"
1204,"1","2025-08-29T11:14:36.654992Z","sms-00281","ham",1.558,"All done? All handed in? Celebrations in full swing yet?","2025-08-29T11:14:36.655009Z"
1205,"1","2025-08-29T11:14:37.891382Z","sms-00282","ham",1.059,"You got called a tool?","2025-08-29T11:14:37.891400Z"
1206,"1","2025-08-29T11:14:41.044326Z","sms-00283","ham",2.985,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..","2025-08-29T11:14:41.044346Z"
1207,"1","2025-08-29T11:14:43.259115Z","sms-00284","ham",1.978,"Ok. I asked for money how far","2025-08-29T11:14:43.259132Z"
1208,"1","2025-08-29T11:14:44.409094Z","sms-00285","ham",0.973,"Okie...","2025-08-29T11:14:44.409114Z"
1209,"1","2025-08-29T11:14:46.437278Z","sms-00286","ham",1.869,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down","2025-08-29T11:14:46.437300Z"
1210,"1","2025-08-29T11:14:48.336143Z","sms-00287","ham",1.698,"K, I might come by tonight then if my class lets out early","2025-08-29T11:14:48.336166Z"
1211,"1","2025-08-29T11:14:50.925151Z","sms-00288","ham",2.385,"Ok..","2025-08-29T11:14:50.925168Z"
1212,"1","2025-08-29T11:14:55.510569Z","sms-00289","ham",4.408,"hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx","2025-08-29T11:14:55.510584Z"
1213,"1","2025-08-29T11:14:58.451344Z","sms-00290","ham",2.765,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","2025-08-29T11:14:58.451360Z"
1214,"1","2025-08-29T11:15:03.976623Z","sms-00291","ham",5.343,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.","2025-08-29T11:15:03.976640Z"
1215,"1","2025-08-29T11:15:06.000038Z","sms-00292","ham",1.823,"Hey you told your name to gautham ah?","2025-08-29T11:15:06.000055Z"
1216,"1","2025-08-29T11:15:08.937981Z","sms-00293","ham",2.751,"Haf u found him? I feel so stupid da v cam was working.","2025-08-29T11:15:08.937997Z"
1217,"1","2025-08-29T11:15:10.134819Z","sms-00294","ham",1.013,"Oops. 4 got that bit.","2025-08-29T11:15:10.134835Z"
1218,"1","2025-08-29T11:15:11.771840Z","sms-00295","ham",1.45,"Are you this much buzy","2025-08-29T11:15:11.771856Z"
1219,"1","2025-08-29T11:15:13.889698Z","sms-00296","ham",1.933,"I accidentally deleted the message. Resend please.","2025-08-29T11:15:13.889713Z"
1220,"1","2025-08-29T11:15:15.654119Z","sms-00297","spam",1.582,"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply","2025-08-29T11:15:15.654135Z"
1221,"1","2025-08-29T11:15:21.027243Z","sms-00298","ham",5.191,"Unless it's a situation where YOU GO GURL would be more appropriate","2025-08-29T11:15:21.027253Z"
1222,"1","2025-08-29T11:15:23.528114Z","sms-00299","ham",2.324,"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL","2025-08-29T11:15:23.528136Z"
1223,"1","2025-08-29T11:15:25.208045Z","sms-00300","ham",1.497,"I cant pick the phone right now. Pls send a message","2025-08-29T11:15:25.208066Z"
1224,"1","2025-08-29T11:15:26.660353Z","sms-00301","ham",1.277,"Need a coffee run tomo?Can't believe it's that time of week already","2025-08-29T11:15:26.660372Z"
1225,"1","2025-08-29T11:15:28.698532Z","sms-00302","ham",1.85,"Awesome, I remember the last time we got somebody high for the first time with diesel :V","2025-08-29T11:15:28.698553Z"
1226,"1","2025-08-29T11:15:32.813800Z","sms-00303","ham",3.928,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?","2025-08-29T11:15:32.813818Z"
1227,"1","2025-08-29T11:15:34.353532Z","sms-00304","ham",1.359,"Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ","2025-08-29T11:15:34.353550Z"
1228,"1","2025-08-29T11:15:35.556932Z","sms-00305","ham",1.003,"He is a womdarfull actor","2025-08-29T11:15:35.556948Z"
1229,"1","2025-08-29T11:15:38.053499Z","sms-00306","spam",2.022,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE","2025-08-29T11:15:38.053509Z"
1230,"1","2025-08-29T11:15:39.833152Z","sms-00307","ham",1.594,"Yup... From what i remb... I think should be can book... ","2025-08-29T11:15:39.833171Z"
1231,"1","2025-08-29T11:15:41.112971Z","sms-00308","ham",1.103,"Jos ask if u wana meet up?","2025-08-29T11:15:41.112993Z"
1232,"1","2025-08-29T11:15:44.203881Z","sms-00309","ham",2.896,"Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.","2025-08-29T11:15:44.203899Z"
1233,"1","2025-08-29T11:15:46.356652Z","sms-00310","spam",1.984,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","2025-08-29T11:15:46.356669Z"
1234,"1","2025-08-29T11:15:48.445387Z","sms-00311","ham",1.846,"Where are the garage keys? They aren't on the bookshelf","2025-08-29T11:15:48.445404Z"
1235,"1","2025-08-29T11:15:56.527785Z","sms-00312","ham",7.892,"Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy","2025-08-29T11:15:56.527801Z"
1236,"1","2025-08-29T11:15:58.455752Z","sms-00313","spam",1.743,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","2025-08-29T11:15:58.455771Z"
1237,"1","2025-08-29T11:16:02.301473Z","sms-00314","ham",3.67,"He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week","2025-08-29T11:16:02.301492Z"
1238,"1","2025-08-29T11:16:10.406429Z","sms-00315","ham",7.893,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.","2025-08-29T11:16:10.406444Z"
1239,"1","2025-08-29T11:16:11.961448Z","sms-00316","ham",1.364,"You made my day. Do have a great day too.","2025-08-29T11:16:11.961472Z"
1240,"1","2025-08-29T11:16:15.057568Z","sms-00317","ham",2.913,"K.k:)advance happy pongal.","2025-08-29T11:16:15.057584Z"
1241,"1","2025-08-29T11:16:18.550157Z","sms-00318","ham",3.303,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...","2025-08-29T11:16:18.550175Z"
1242,"1","2025-08-29T11:16:20.388815Z","sms-00319","ham",1.652,"Not really dude, have no friends i'm afraid :(","2025-08-29T11:16:20.388829Z"
1243,"1","2025-08-29T11:16:25.116966Z","sms-00320","spam",4.55,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906","2025-08-29T11:16:25.116985Z"
1244,"1","2025-08-29T11:16:26.357492Z","sms-00321","ham",1.048,"Coffee cake, i guess...","2025-08-29T11:16:26.357510Z"
1245,"1","2025-08-29T11:16:28.020003Z","sms-00322","ham",1.488,"Merry Christmas to you too babe, i love ya *kisses*","2025-08-29T11:16:28.020023Z"
1246,"1","2025-08-29T11:16:30.732184Z","sms-00323","ham",2.528,"Hey... Why dont we just go watch x men and have lunch... Haha ","2025-08-29T11:16:30.732206Z"
1247,"1","2025-08-29T11:16:32.608355Z","sms-00324","ham",1.681,"cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x","2025-08-29T11:16:32.608371Z"
1248,"1","2025-08-29T11:16:35.018147Z","sms-00325","ham",2.221,"That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week","2025-08-29T11:16:35.018163Z"
1249,"1","2025-08-29T11:16:36.153330Z","sms-00326","ham",0.947,"No problem. How are you doing?","2025-08-29T11:16:36.153346Z"
1250,"1","2025-08-29T11:16:37.691917Z","sms-00327","ham",1.349,"No calls..messages..missed calls","2025-08-29T11:16:37.691934Z"
1251,"1","2025-08-29T11:16:39.316628Z","sms-00328","ham",1.441,"Hi da:)how is the todays class?","2025-08-29T11:16:39.316638Z"
1252,"1","2025-08-29T11:16:40.966772Z","sms-00329","ham",1.489,"I'd say that's a good sign but, well, you know my track record at reading women","2025-08-29T11:16:40.966789Z"
1253,"1","2025-08-29T11:16:42.424368Z","sms-00330","ham",1.276,"Cool, text me when you're parked","2025-08-29T11:16:42.424390Z"
1254,"1","2025-08-29T11:16:44.589706Z","sms-00331","ham",1.969,"I'm reading the text i just sent you. Its meant to be a joke. So read it in that light","2025-08-29T11:16:44.589722Z"
1255,"1","2025-08-29T11:16:46.823459Z","sms-00332","ham",2.044,"K.k:)apo k.good movie.","2025-08-29T11:16:46.823476Z"
1256,"1","2025-08-29T11:16:50.823305Z","sms-00333","ham",3.815,"Maybe i could get book out tomo then return it immediately ..? Or something.","2025-08-29T11:16:50.823323Z"
1257,"1","2025-08-29T11:16:52.598148Z","sms-00334","spam",1.581,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!","2025-08-29T11:16:52.598167Z"
1258,"1","2025-08-29T11:16:58.339127Z","sms-00335","ham",5.552,"Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.","2025-08-29T11:16:58.339143Z"
1259,"1","2025-08-29T11:17:00.046978Z","sms-00336","spam",1.518,"Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.","2025-08-29T11:17:00.047000Z"
1260,"1","2025-08-29T11:17:01.233610Z","sms-00337","ham",0.999,"Ta-Daaaaa! I am home babe, are you still up ?","2025-08-29T11:17:01.233626Z"
1261,"1","2025-08-29T11:17:02.688222Z","sms-00338","ham",1.274,"Cool. So how come you havent been wined and dined before?","2025-08-29T11:17:02.688242Z"
1262,"1","2025-08-29T11:17:03.683737Z","sms-00339","ham",0.794,"Just sleeping..and surfing","2025-08-29T11:17:03.683753Z"
1263,"1","2025-08-29T11:17:04.741592Z","sms-00340","ham",0.865,"Sorry, I'll call later","2025-08-29T11:17:04.741610Z"
1264,"1","2025-08-29T11:17:05.855423Z","sms-00341","ham",0.927,"U calling me right? Call my hand phone...","2025-08-29T11:17:05.855443Z"
1265,"1","2025-08-29T11:17:06.858598Z","sms-00342","ham",0.816,"Ok that's great thanx a lot.","2025-08-29T11:17:06.858616Z"
1266,"1","2025-08-29T11:17:11.961935Z","sms-00343","ham",4.895,"I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him","2025-08-29T11:17:11.961953Z"
1267,"1","2025-08-29T11:17:13.310303Z","sms-00344","ham",1.151,"Where u been hiding stranger?","2025-08-29T11:17:13.310318Z"
1268,"1","2025-08-29T11:17:14.543012Z","sms-00345","ham",1.035,"Am not interested to do like that.","2025-08-29T11:17:14.543030Z"
1269,"1","2025-08-29T11:17:17.273346Z","sms-00346","ham",2.539,"My sister cleared two round in birla soft yesterday.","2025-08-29T11:17:17.273368Z"
1270,"1","2025-08-29T11:17:19.025689Z","sms-00347","ham",1.555,"Gudnite....tc...practice going on","2025-08-29T11:17:19.025709Z"
1271,"1","2025-08-29T11:17:21.532318Z","sms-00348","ham",2.316,"Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.","2025-08-29T11:17:21.532338Z"
1272,"1","2025-08-29T11:17:23.211251Z","sms-00349","ham",1.49,"One small prestige problem now.","2025-08-29T11:17:23.211269Z"
1273,"1","2025-08-29T11:17:26.109568Z","sms-00350","spam",2.712,"Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X","2025-08-29T11:17:26.109583Z"
1274,"1","2025-08-29T11:17:28.058850Z","sms-00351","ham",1.747,"Just checking in on you. Really do miss seeing Jeremiah. Do have a great month","2025-08-29T11:17:28.058873Z"
1275,"1","2025-08-29T11:17:30.280246Z","sms-00352","ham",2.025,"Nah can't help you there, I've never had an iphone","2025-08-29T11:17:30.280262Z"
1276,"1","2025-08-29T11:17:31.745297Z","sms-00353","ham",1.272,"If you're not in my car in an hour and a half I'm going apeshit","2025-08-29T11:17:31.745313Z"
1277,"1","2025-08-29T11:17:34.978651Z","sms-00354","ham",3.043,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD","2025-08-29T11:17:34.978668Z"
1278,"1","2025-08-29T11:17:37.116657Z","sms-00355","ham",1.949,"Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed","2025-08-29T11:17:37.116675Z"
1279,"1","2025-08-29T11:17:41.605655Z","sms-00356","ham",4.285,"&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.","2025-08-29T11:17:41.605672Z"
1280,"1","2025-08-29T11:17:47.833543Z","sms-00357","ham",6.036,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.","2025-08-29T11:17:47.833559Z"
1281,"1","2025-08-29T11:17:49.359158Z","sms-00358","spam",1.325,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16","2025-08-29T11:17:49.359179Z"
1282,"1","2025-08-29T11:17:50.902356Z","sms-00359","spam",1.351,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL","2025-08-29T11:17:50.902376Z"
1283,"1","2025-08-29T11:17:52.000346Z","sms-00360","ham",0.897,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.","2025-08-29T11:17:52.000371Z"
1284,"1","2025-08-29T11:17:54.332832Z","sms-00361","ham",2.138,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted","2025-08-29T11:17:54.332847Z"
1285,"1","2025-08-29T11:17:55.544261Z","sms-00362","ham",1.023,"Ha ha cool cool chikku chikku:-):-DB-)","2025-08-29T11:17:55.544274Z"
1286,"1","2025-08-29T11:17:56.574672Z","sms-00363","ham",0.823,"Oh ok no prob..","2025-08-29T11:17:56.574690Z"
1287,"1","2025-08-29T11:17:57.678294Z","sms-00364","ham",0.925,"Check audrey's status right now","2025-08-29T11:17:57.678312Z"
1288,"1","2025-08-29T11:17:59.894591Z","sms-00365","ham",2.028,"Busy here. Trying to finish for new year. I am looking forward to finally meeting you...","2025-08-29T11:17:59.894610Z"
1289,"1","2025-08-29T11:18:02.181213Z","sms-00366","ham",2.094,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always","2025-08-29T11:18:02.181233Z"
1290,"1","2025-08-29T11:18:03.857477Z","sms-00367","ham",1.486,"Well i know Z will take care of me. So no worries.","2025-08-29T11:18:03.857496Z"
1291,"1","2025-08-29T11:18:06.840975Z","sms-00368","spam",2.79,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=","2025-08-29T11:18:06.840997Z"
1292,"1","2025-08-29T11:18:08.465821Z","sms-00369","spam",1.416,"Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546","2025-08-29T11:18:08.465834Z"
1293,"1","2025-08-29T11:18:09.683203Z","sms-00370","ham",1.01,"Wat uniform? In where get?","2025-08-29T11:18:09.683223Z"
1294,"1","2025-08-29T11:18:12.135444Z","sms-00371","ham",2.261,"Cool, text me when you're ready","2025-08-29T11:18:12.135459Z"
1295,"1","2025-08-29T11:18:16.943877Z","sms-00372","ham",4.6,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...","2025-08-29T11:18:16.943895Z"
1296,"1","2025-08-29T11:18:18.874722Z","sms-00373","ham",1.729,"I will spoil you in bed as well :)","2025-08-29T11:18:18.874742Z"
1297,"1","2025-08-29T11:18:20.466864Z","sms-00374","ham",1.389,"I'm going for bath will msg you next  &lt;#&gt;  min..","2025-08-29T11:18:20.466884Z"
1298,"1","2025-08-29T11:18:22.424154Z","sms-00375","ham",1.759,"I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay","2025-08-29T11:18:22.424174Z"
1299,"1","2025-08-29T11:18:25.241066Z","sms-00376","spam",2.623,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994","2025-08-29T11:18:25.241084Z"
1300,"1","2025-08-29T11:18:27.203294Z","sms-00377","ham",1.767,"Can you say what happen","2025-08-29T11:18:27.203311Z"
1301,"1","2025-08-29T11:18:29.403325Z","sms-00378","ham",2.016,"You could have seen me..i did't recognise you Face.:)","2025-08-29T11:18:29.403342Z"
1302,"1","2025-08-29T11:18:33.499752Z","sms-00379","ham",3.899,"Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going","2025-08-29T11:18:33.499775Z"
1303,"1","2025-08-29T11:18:36.275346Z","sms-00380","ham",2.576,"Keep my payasam there if rinu brings","2025-08-29T11:18:36.275361Z"
1304,"1","2025-08-29T11:18:48.658298Z","sms-00381","ham",12.173,"I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..","2025-08-29T11:18:48.658313Z"
1305,"1","2025-08-29T11:18:53.326705Z","sms-00382","ham",4.449,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.","2025-08-29T11:18:53.326722Z"
1306,"1","2025-08-29T11:18:55.875632Z","sms-00383","ham",2.365,"Yeah sure, give me a couple minutes to track down my wallet","2025-08-29T11:18:55.875653Z"
1307,"1","2025-08-29T11:18:57.455924Z","sms-00384","ham",1.365,"Hey leave it. not a big deal:-) take care.","2025-08-29T11:18:57.455940Z"
1308,"1","2025-08-29T11:18:58.963937Z","sms-00385","ham",1.311,"Hey i will be late ah... Meet you at 945+","2025-08-29T11:18:58.963956Z"
1309,"1","2025-08-29T11:19:01.796326Z","sms-00386","spam",2.614,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX","2025-08-29T11:19:01.796348Z"
1310,"1","2025-08-29T11:19:03.167409Z","sms-00387","ham",1.157,"It took Mr owl 3 licks","2025-08-29T11:19:03.167426Z"
1311,"1","2025-08-29T11:19:04.242235Z","sms-00388","ham",0.876,"Customer place i will call you.","2025-08-29T11:19:04.242252Z"
1312,"1","2025-08-29T11:19:05.317936Z","sms-00389","ham",0.883,"Mm that time you dont like fun","2025-08-29T11:19:05.317953Z"
1313,"1","2025-08-29T11:19:06.842694Z","sms-00390","spam",1.337,"4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt","2025-08-29T11:19:06.842710Z"
1314,"1","2025-08-29T11:19:07.901713Z","sms-00391","ham",0.828,"Yup having my lunch buffet now.. U eat already?","2025-08-29T11:19:07.901731Z"
1315,"1","2025-08-29T11:19:09.103045Z","sms-00392","ham",0.997,"Huh so late... Fr dinner?","2025-08-29T11:19:09.103063Z"
1316,"1","2025-08-29T11:19:10.665782Z","sms-00393","ham",1.359,"Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ","2025-08-29T11:19:10.665800Z"
1317,"1","2025-08-29T11:19:12.347730Z","sms-00394","ham",1.465,"Morning only i can ok.","2025-08-29T11:19:12.347750Z"
1318,"1","2025-08-29T11:19:14.413689Z","sms-00395","ham",1.845,"Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down","2025-08-29T11:19:14.413710Z"
1319,"1","2025-08-29T11:19:15.905026Z","sms-00396","ham",1.284,"Pick you up bout 7.30ish? What time are  and that going?","2025-08-29T11:19:15.905043Z"
1320,"1","2025-08-29T11:19:17.350195Z","sms-00397","ham",1.238,"From here after The performance award is calculated every two month.not for current one month period..","2025-08-29T11:19:17.350212Z"
1321,"1","2025-08-29T11:19:20.028724Z","sms-00398","ham",2.474,"Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.","2025-08-29T11:19:20.028743Z"
1322,"1","2025-08-29T11:19:22.461813Z","sms-00399","ham",2.22,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.","2025-08-29T11:19:22.461831Z"
1323,"1","2025-08-29T11:19:25.709572Z","sms-00400","ham",3.05,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","2025-08-29T11:19:25.709594Z"
1324,"1","2025-08-29T11:19:26.830828Z","sms-00401","ham",0.915,"Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..","2025-08-29T11:19:26.830850Z"
